tvshow,supachalasai,sinthorn,social,food,blueplanet,bangrak,siam,ratchada,isolate,silom,home,lumpini,wahkor,beauty,library,chalermthai,korea,mbk,family,chalermkrung,klaibann,siliconvalley,region,cartoon,jatujak,rajdumnern,horoscope,religious,gallery,theoldsiam,camera,gadget,greenzone,art,writer,pantip,uid
114,42,169,240,41,92,35,47,774,1,104,374,49,372,15,65,18,5,53,17,25,34,67,60,1,143,7,12,9,5,16,0,51,18,3,0,2,pec5y2np0d5Ohfaepm5
235,1505,40,140,66,44,91,87,66,16,40,26,31,85,14,18,119,4,55,45,45,55,71,24,24,10,80,7,8,8,5,0,1,5,0,1,7,os586q4prHu1W4Kj1xi
346,346,46,103,48,77,90,80,48,158,73,27,94,266,45,333,172,38,9,31,96,73,7,34,162,40,20,15,18,15,12,126,0,9,16,1,2,owo84wo7733hkl2dunM
215,1430,71,127,182,110,108,71,94,20,63,39,109,38,65,37,49,14,25,35,26,37,23,30,1,10,7,3,5,6,5,1,12,4,1,0,1,pfi52q8t6vBjZ9XK2qrD
25,33,50,349,33,68,826,466,92,118,152,22,123,70,38,85,20,6,5,46,40,27,20,28,6,21,24,51,49,3,40,8,5,10,22,32,61,pikg2jhpn4J23oDIVTw
1639,14,14,59,21,20,41,52,4,18,32,42,70,4,717,40,81,78,6,11,48,10,5,4,3,17,2,5,3,3,1,1,5,0,1,0,2,pe7h5vdpvyPjfGpSS8d
26,712,1829,63,13,15,18,22,28,2,84,42,38,21,19,17,1,4,21,5,2,10,10,5,0,5,45,1,2,0,8,0,3,0,2,0,0,oj306gbwyDqyt5AQ7Vi
383,46,59,110,186,55,45,64,55,333,64,110,124,107,141,69,164,483,43,35,151,40,32,25,20,76,7,6,5,11,6,4,3,2,1,1,6,p5lgo72vUK1lFrcI1O
259,101,21,110,22,10,24,106,5,100,85,4,88,306,42,291,433,20,6,15,11,16,73,6,648,17,144,8,87,4,0,0,1,3,1,2,3,pblzvb50fF1mnry4zyO
310,18,109,152,549,611,114,68,35,16,63,140,49,28,37,31,167,19,17,182,54,84,6,55,38,16,5,5,6,43,14,12,4,8,3,1,3,oddas97h7zzi3o5VWk3
200,82,70,157,117,83,36,37,509,104,52,85,93,194,42,54,250,23,76,16,46,23,69,53,407,26,0,11,4,25,5,68,35,8,9,1,2,omttopor9vkGfW8iopb
14,7,240,419,59,19,95,77,125,26,116,1307,44,84,22,19,18,2,33,35,5,12,30,53,24,61,2,46,6,2,12,0,19,31,7,0,1,ouez1b9qpTKHlGpfrMx
275,20,79,322,130,361,163,104,65,4,80,150,108,68,67,115,70,13,17,153,15,566,7,31,4,19,2,10,9,12,14,5,3,7,2,0,0,pbd1hqqxOJwbK1nClD
642,28,90,126,696,200,60,39,79,60,149,40,47,39,37,41,82,97,94,33,68,10,21,90,7,20,7,2,7,49,15,12,3,10,4,3,63,p5kqav2ypPv1tTrhN09
92,131,171,276,63,88,115,65,585,47,99,115,95,331,40,77,46,8,232,52,18,33,82,46,25,21,2,6,12,13,15,10,42,14,1,2,0,pdl73ziceOJ7oSUaCsX
5,7,443,443,32,54,169,129,69,58,138,340,154,32,26,20,2,2,7,201,1,9,12,62,1,222,4,154,13,28,35,27,8,156,7,0,0,opksgi1gt4zZuaQXRWg
65,84,61,867,36,35,354,399,31,217,155,29,229,12,27,49,58,11,62,45,54,19,42,14,52,1,5,9,11,1,19,0,0,10,6,0,0,ojd2btjpjGfEwXOgeM0
425,25,149,230,406,243,92,58,96,15,190,72,133,126,48,77,118,29,13,173,38,98,18,47,20,31,8,12,11,23,21,4,2,8,6,4,0,pagcgfb0rrqL9WvKW26
18,27,79,199,31,213,17,31,803,4,53,134,48,372,13,40,16,4,448,29,4,34,175,57,6,36,4,9,6,35,15,22,61,14,8,2,0,ots3ix79mwXrbbl0auw
764,1177,32,33,17,130,10,14,13,18,13,7,19,160,44,107,95,177,5,10,103,28,5,23,11,7,4,3,6,9,1,3,2,6,5,2,4,nl01n71x3mofR5lvtOI
83,20,256,264,195,268,187,108,56,28,454,204,170,26,209,26,11,73,14,149,11,36,13,89,2,16,2,3,7,41,28,9,0,4,4,0,1,oa08h3ovr7gwwdbApsf
14,53,183,250,129,7,78,294,87,26,304,70,279,90,744,27,13,1,173,53,37,11,39,11,3,23,3,4,12,8,2,24,11,0,2,0,1,p0m9bet58Lna6Y9prVo
986,687,117,83,16,7,11,16,20,2,41,684,8,14,9,13,36,11,35,5,18,4,50,23,4,18,3,18,3,1,2,0,88,8,5,1,17,pezietbphBSuOY5xvgR
42,552,363,141,52,49,15,35,54,33,270,69,46,445,15,113,9,6,329,7,6,32,232,47,0,11,21,16,23,1,5,0,6,18,1,0,0,ogf6gggqfNjlVSINgDU
1100,15,21,95,73,165,706,229,16,86,19,7,20,10,46,53,57,12,5,48,42,137,10,26,4,3,4,5,9,21,7,6,1,1,1,1,3,osc6zbdcoSldFuJpvxs
214,32,69,212,172,49,303,202,31,73,87,68,213,83,355,125,44,88,21,324,35,73,37,25,22,39,3,7,8,10,12,9,2,7,9,1,0,pfirbcgsowEsEk3LKiS
20,2,2568,73,7,21,9,24,26,1,132,34,9,18,5,20,2,1,14,7,3,7,12,12,0,6,8,0,4,1,4,0,3,4,1,0,5,oowzplg53lgYVU11Qd8
49,237,36,75,814,31,12,32,43,23,75,131,734,22,337,29,21,8,55,16,10,10,45,36,1,38,0,17,1,7,11,2,89,13,1,2,0,p2bufle8bI6omMpBSgk
23,132,679,148,28,89,54,46,654,14,47,168,49,470,7,81,22,0,8,47,3,12,23,60,7,69,9,15,17,15,11,1,23,22,6,1,1,oowxwti6gClGi58Lf56
38,33,8,360,57,27,292,701,18,55,29,33,356,113,251,72,41,21,13,160,81,23,17,3,134,19,14,33,32,3,0,4,0,0,16,1,3,ougzozda7Ydk9em08XP
70,553,271,151,37,77,22,33,87,32,167,54,64,551,15,366,33,4,35,11,23,82,87,55,33,27,29,7,41,6,7,5,9,11,6,0,0,pf06z7zyv60Oiq7Z3KO
598,30,166,199,246,73,152,84,101,49,124,152,128,112,180,96,67,16,10,102,45,58,7,59,6,35,16,55,22,7,48,0,2,10,2,3,0,n9cw1sb1w5SGYHHC6Jb
444,27,73,206,155,132,195,109,44,366,110,76,127,86,135,54,43,52,11,300,100,85,10,21,10,20,3,7,5,10,28,6,2,3,2,2,1,oerq3jdv3Vg1mc9bbeH
216,142,803,315,63,93,269,163,47,91,228,45,148,22,15,22,12,3,41,37,4,34,4,15,26,17,7,6,11,3,150,2,0,1,2,2,1,nxkrl0s6ugH0C2Vj1Ov
216,25,338,368,37,41,160,179,114,39,424,149,268,70,27,101,83,6,6,174,9,18,3,33,17,19,9,34,24,3,48,2,1,8,1,6,0,oz1p052kwSbBWLeg8dk
415,13,835,216,161,53,26,47,103,29,118,399,47,119,22,50,73,3,20,29,16,19,13,25,62,35,44,8,19,2,9,2,3,22,1,1,1,oif2on2n3a6kdiSld51
322,39,639,278,559,96,81,78,82,45,238,119,93,11,42,27,32,11,20,58,16,34,5,33,0,12,3,9,8,7,55,0,0,3,1,1,2,p8tdlxa9uviEOyxTj91
769,25,100,275,180,152,102,150,74,95,101,105,64,35,62,31,102,243,19,95,53,43,7,41,0,26,18,43,8,9,11,1,2,5,0,7,6,pbvzzqevlBEf6Lfk9tW
2585,9,7,22,2,5,16,16,0,0,4,2,8,6,14,40,128,60,9,4,68,4,3,7,4,1,2,0,1,1,4,0,2,0,4,1,19,pebqpals96eixAjKMRn
85,28,165,540,148,90,169,144,182,1,146,102,243,208,71,68,31,9,23,173,22,55,11,48,5,143,7,15,35,12,53,2,4,17,1,2,0,pgc7iw1kmeTDtjJGqxSS
246,24,88,136,524,481,76,88,95,61,107,186,71,56,146,60,40,30,23,30,25,113,5,119,2,37,1,30,6,78,27,14,2,9,2,18,1,p6zxxp9e7GpEA2DhezR
822,13,39,78,37,172,23,44,12,79,37,15,60,20,46,57,113,905,159,31,157,27,14,3,44,2,3,1,7,8,9,1,1,1,4,1,12,p0jq9dwj
276,10,191,125,290,280,185,122,27,20,139,278,60,27,63,83,32,37,9,120,18,527,13,20,4,17,6,5,1,30,15,6,5,11,2,2,0,p7s6g59cuMBx8CsDFIs
23,22,119,572,358,61,44,87,145,2,104,67,120,496,16,133,26,10,69,23,19,28,191,43,142,13,36,16,24,7,13,3,6,11,5,0,1,okxo0r3zb3MH7pxyT0U
93,22,835,294,86,45,101,79,159,28,414,190,67,80,30,77,18,10,51,36,12,22,25,40,3,34,55,10,73,3,32,0,3,9,18,1,0,p5kwd62vOblxtvTFRy
310,104,83,291,117,112,137,154,105,32,117,45,103,72,88,81,54,466,30,123,149,94,18,27,21,44,3,26,9,4,15,3,2,3,1,11,1,onsb879ptoOh1BmBck9
165,40,56,161,96,51,101,94,56,619,89,40,109,570,49,132,175,19,33,33,92,30,37,22,68,32,6,19,15,5,11,2,7,11,4,4,1,p7zyer6wmt5HMmzI2jb
11,4,2112,166,7,19,30,46,58,7,165,95,22,24,5,30,3,6,36,10,4,15,32,14,0,4,101,0,3,0,16,0,2,5,0,0,1,p6pprhmk8r6IkGzHAP2
41,30,114,338,4,20,3,4,10,240,40,42,3,28,7,12,15,13,1619,4,9,11,350,19,11,2,5,8,0,7,0,8,27,6,0,1,1,pfy2wdehwX1ei5tQS08
123,881,165,160,38,120,46,50,294,12,108,93,69,234,36,123,22,13,103,29,18,83,17,104,1,13,15,5,11,22,10,7,9,15,2,1,0,odleq21plFj0hrcmT2g
69,87,375,243,109,98,79,95,110,35,206,349,92,277,39,332,37,14,24,44,43,94,31,33,2,30,33,8,17,6,14,1,7,10,7,2,0,p97n6g86wE5O575OiuB
550,19,53,92,167,23,28,22,29,35,39,278,41,54,60,44,86,684,308,16,111,16,68,15,134,24,2,2,2,8,4,11,7,9,6,0,5,pfx17v8j3zo27zbES18
39,52,54,203,275,58,76,303,69,8,84,328,286,81,146,111,24,8,6,192,9,22,12,32,4,442,4,11,12,9,20,2,16,41,10,2,0,p4fqtjk8ovkf29BVhNF
107,17,77,588,39,47,628,425,59,20,118,32,146,30,114,66,33,17,20,244,24,49,11,11,25,34,3,8,21,4,22,3,2,5,1,1,0,pgstck38y0CsBpE52ZD2
188,337,36,74,65,40,26,76,26,37,22,23,64,274,16,379,510,3,12,16,68,12,62,45,413,72,40,11,37,18,11,7,2,4,19,3,3,pggpuj9bsuAp54k62xI
7,2,1200,318,25,77,27,81,46,8,731,52,65,15,32,34,20,6,123,20,9,47,50,18,0,4,3,4,4,2,9,0,5,0,6,1,0,ph30jb6pohTeGq5QkuYk
20,2,1361,127,37,636,12,35,121,9,174,100,16,36,4,34,10,19,14,12,2,116,6,11,2,3,24,4,3,60,18,5,12,4,2,0,0,oegzm8eymtX3VM1Hwph
822,20,16,40,33,40,28,74,16,238,20,8,66,106,218,65,304,303,20,27,384,23,20,11,95,12,3,6,5,8,2,3,1,2,7,0,3,oldhpgoh87gCt80tGPv
503,17,25,40,6,17,39,83,2,181,17,15,40,43,97,97,626,441,2,33,199,37,4,6,434,1,6,6,6,10,2,3,0,1,2,4,3,o6753y7ild4g6n7IoN3
5,5,238,635,17,6,166,211,66,6,703,93,354,35,19,40,4,0,6,61,2,29,18,17,4,16,1,61,104,0,110,2,2,6,4,1,0,p63v7y3mjqKnTEZkt1c
1758,6,26,58,13,12,25,22,3,5,20,5,48,21,63,33,101,692,14,22,41,20,11,3,5,6,1,1,2,0,3,3,0,0,1,0,3,peqinwmlysdLytHTg5l
18,49,119,181,42,50,18,45,605,1,60,494,57,763,4,106,16,2,36,15,7,15,95,58,4,41,7,23,15,6,10,7,39,32,7,0,0,pgm8mpkiktVZIBj2MGG
1577,697,19,19,4,4,13,53,2,137,8,4,14,3,52,52,291,6,5,3,34,1,6,15,3,2,4,2,6,1,0,1,0,0,0,0,8,pfa5n22ginVy2UUpV16n
2253,77,15,41,9,8,26,17,8,124,7,3,30,6,63,31,57,37,10,58,81,8,1,10,5,5,6,3,4,4,0,1,0,1,7,3,27,oz95ooada
59,713,12,10,5,2,9,16,10,1758,12,3,6,7,5,9,53,3,15,3,284,1,7,11,6,2,6,5,6,1,0,0,1,0,1,0,2,pa7szfoxbrOs2PjQUOB
33,23,617,200,501,409,54,30,73,9,122,272,94,36,60,55,8,12,42,47,2,156,16,31,0,36,7,5,8,20,33,5,8,19,0,0,0,ohm3d9jw7KZAuyIX4o8
716,1504,13,35,25,9,2,23,9,15,45,5,16,18,11,39,23,452,6,5,34,2,4,10,3,2,4,1,4,0,0,1,0,1,0,0,6,paepqz1lu5Fs1R11h0b
3,13,57,48,126,1119,9,2,68,0,24,679,8,18,10,11,2,23,15,10,2,16,20,278,2,88,1,11,12,261,5,43,29,18,8,0,3,p1n97sf4l540DX10Iz6
90,51,234,143,46,35,730,807,25,54,97,235,53,50,34,52,18,36,55,30,33,21,52,13,9,2,1,6,2,3,10,4,4,2,4,1,0,p9svki9ejc6F1QjSJHn
1601,1064,6,7,3,3,31,31,0,139,0,1,5,3,5,20,25,1,2,6,45,0,1,8,2,6,0,2,0,0,0,1,0,4,0,1,19,ouaie0o85xR9U2aR7yG
114,36,142,208,151,54,92,84,95,173,206,139,194,98,608,26,65,32,76,52,40,31,63,22,8,79,3,5,7,6,20,7,87,11,7,0,1,oibtzrovbHE0u1m627q
42,722,76,167,307,151,24,36,112,1,99,178,41,163,11,102,11,10,59,13,11,112,91,109,3,23,15,13,8,25,87,7,73,97,39,2,2,pf5t9i8kuv15IBrRBno6
100,1171,12,19,6,5,7,11,24,1146,14,6,22,107,11,32,58,6,2,1,209,0,3,10,15,13,4,5,12,2,1,1,3,1,3,0,0,pg6j1la7qilrQ77hL4W
966,7,26,113,28,51,51,46,26,93,37,85,50,28,61,24,106,791,30,10,167,16,19,37,7,58,0,73,1,6,4,4,2,5,2,3,8,oxi9lr8dsA0z7oRVF9C
33,13,596,241,113,44,46,43,565,6,144,733,45,54,14,23,6,2,35,25,7,12,33,38,4,41,7,37,2,5,8,6,38,19,3,0,0,phg01p6i38WrOi82QgO
424,44,91,247,168,103,277,273,58,173,182,108,132,53,215,56,52,9,20,125,18,48,7,34,1,13,7,54,15,3,22,0,1,4,0,2,1,pdstd8jx0mfLL3Aaugr
179,13,362,285,205,18,289,318,32,31,280,166,165,38,100,47,14,2,22,150,12,15,12,41,6,129,7,7,29,4,15,6,2,26,2,9,1,p6unlfo9j6xCckCZ4bx
430,22,30,92,977,259,100,55,40,96,62,77,165,48,93,48,69,26,15,58,26,62,2,48,11,42,0,3,8,37,12,6,0,8,5,4,1,pdpl9pp60xcWocXDRAl
372,17,47,119,131,740,98,93,72,101,46,19,62,82,96,103,165,36,22,56,51,118,14,123,27,27,0,3,3,128,13,41,3,2,6,1,0,oh1y2l3wxomtRuWee5w
805,965,53,43,5,14,13,33,30,247,48,48,60,21,54,38,225,5,19,18,122,9,23,14,96,6,3,1,1,4,2,5,2,1,3,0,1,p4js6pdacKM953uoaYq
2023,15,38,67,128,22,21,43,58,23,69,21,68,18,52,43,107,32,14,15,54,6,6,22,5,3,7,11,7,1,5,1,0,2,2,1,26,oxv7esg1ee69I6D4Q1v
33,21,75,667,36,67,89,113,105,2,76,60,105,497,18,114,67,7,44,27,8,18,65,34,527,36,5,11,23,15,15,4,13,18,18,2,1,p4hfdev2u1kgJ8aIFhT
27,8,1376,233,38,325,31,75,94,8,184,79,123,37,32,35,3,7,16,35,4,59,16,61,1,64,14,3,7,6,18,3,0,4,3,0,6,pfjyu9gs6vg56zM9UdJ
196,99,642,318,60,82,255,148,158,97,163,146,86,61,44,55,45,46,28,73,29,65,8,27,5,16,25,6,5,12,24,4,1,2,2,2,0,p5i4te2y79PuPoONGo
27,10,314,283,40,46,15,38,129,30,255,51,181,21,400,10,2,9,529,11,2,12,544,17,0,2,8,0,1,3,16,11,10,6,1,0,0,pgj4c44t7uuQCxz2CWBh
93,32,77,163,330,59,253,200,17,35,65,50,240,45,537,23,11,34,15,51,14,20,4,24,1,26,6,511,53,6,19,3,5,7,3,0,1,pbu8g3bdehAuy8S4Tmr
8,5,1478,239,11,11,58,82,32,29,785,30,76,30,13,37,3,1,7,12,3,17,11,13,0,4,4,4,3,0,19,1,2,1,3,0,0,pd8mhr1qEHyW0wKwPk
7,37,85,173,34,123,68,48,659,226,56,370,147,452,31,67,10,1,14,91,2,13,32,59,3,48,9,39,15,32,21,8,32,16,4,0,0,oykepdlmhhsvwmN2Xlq
2482,18,23,34,9,7,10,14,0,3,11,6,9,2,54,27,116,20,11,11,81,11,13,10,3,2,5,1,3,2,2,2,2,1,6,1,19,p0c62ipwz
171,102,134,193,44,42,101,123,113,464,291,67,71,179,45,182,303,8,21,46,76,23,54,30,58,14,16,7,11,5,19,1,5,3,6,1,1,ovecrv9atXVdx8T9V2I
361,17,102,221,64,24,644,314,17,49,91,66,122,18,186,12,33,6,6,119,23,11,4,12,2,18,5,355,80,2,30,1,2,2,4,6,1,pbr7sqvenodbmcU5AAJ
799,26,46,81,46,43,31,58,15,287,58,23,45,30,22,73,250,654,24,25,251,20,5,20,13,8,46,4,7,1,3,7,0,2,1,2,3,pd1r112d4W9pk1HoMBf
499,11,376,281,93,28,187,129,94,37,458,309,110,10,41,28,13,3,11,57,20,10,9,40,0,9,7,11,8,0,117,3,0,4,1,2,10,p63dhxhtdhWKR9psUjU
48,10,289,252,236,759,39,44,451,23,80,57,51,84,13,42,24,8,39,16,9,76,21,176,3,22,2,10,57,47,13,13,3,6,1,0,1,peok4c3wj6nMQhggAYc
747,33,84,182,359,66,123,155,44,157,91,77,111,36,76,81,60,90,36,40,30,38,9,38,21,42,5,113,22,13,16,5,1,7,2,3,11,p0byqtplq
2133,194,11,9,1,1,11,23,0,17,3,0,7,6,8,17,54,252,0,5,168,7,0,6,2,2,45,0,2,0,1,2,0,2,1,3,30,p4zslvj2tLj0zS1MCcl
160,806,83,271,69,44,68,112,28,86,302,24,204,75,139,158,40,8,5,100,10,54,6,15,25,41,16,11,3,9,20,1,2,9,14,5,0,osvkm68mbdOyN1q70vB
13,7,1001,224,20,19,18,31,87,33,204,896,30,33,9,11,3,28,120,8,56,9,43,23,1,23,16,12,3,1,12,1,18,8,2,0,0,pg7jot8mk1Dp82wlZPf
835,787,84,124,42,22,38,43,34,3,53,76,44,233,20,221,119,9,6,28,53,26,13,30,10,18,11,7,10,4,3,1,1,8,4,0,2,p8pdns1q0T4brmOIRcZ
912,8,48,116,300,70,20,54,23,15,43,42,79,15,106,18,77,9,730,18,28,18,92,34,5,15,4,7,8,11,10,20,8,50,6,0,2,o53ay538v5V9LiI5MVo
274,1598,98,74,41,31,27,21,39,144,57,18,44,178,18,150,9,4,26,11,6,27,18,17,2,16,22,3,14,9,4,6,5,4,2,0,3,pdgdap5g85Rt3SqNvwf
166,768,53,136,36,192,26,34,99,21,42,31,28,180,11,87,246,2,25,15,39,50,94,22,318,204,18,5,10,10,8,6,12,11,8,6,1,ozutk9g5s4N7Q0pddY
1632,8,7,15,3,1,13,23,3,77,8,2,6,8,20,73,896,11,6,6,45,5,5,4,74,5,3,4,5,2,1,0,1,1,4,19,24,p8rpcb5d39H53tI2NVB
248,66,799,241,97,88,112,76,202,32,211,86,59,96,32,87,94,21,14,90,25,123,9,23,32,6,15,7,4,2,15,0,1,3,1,1,1,ocz8p1ib0ewI57kQAxu
35,175,124,377,38,94,59,75,339,5,219,165,255,337,32,68,14,0,97,98,9,18,142,49,13,42,11,11,17,16,29,3,16,26,7,2,1,pg0381fpgjHQH5C7JhI
2070,8,19,76,21,12,55,58,11,53,19,10,70,27,119,40,133,16,13,26,52,8,11,7,7,26,2,7,2,0,7,2,1,0,2,2,25,p2n7gog17
26,247,29,49,951,920,6,17,42,6,18,33,47,14,22,20,2,26,15,12,4,72,1,182,2,21,0,0,17,147,9,42,2,6,7,2,0,pai9kr11k7FXfYcIv50v
3,10,51,561,3,76,293,597,9,27,245,8,405,11,375,49,3,5,4,89,2,17,9,6,1,4,0,18,91,16,6,15,0,0,4,0,1,phk00nw5a54HIgJhbM8
561,825,139,70,94,53,6,28,135,116,46,60,45,363,19,83,41,5,15,20,22,13,22,39,2,12,35,21,58,6,7,29,4,10,6,3,1,pa6cdh8eknQLEMGkH66
10,13,199,162,59,320,18,39,455,5,81,996,127,42,10,18,7,0,16,15,3,45,35,83,2,57,80,19,4,11,19,10,27,17,8,0,0,p549rjhalud35SrXWZR
223,270,206,109,133,47,17,116,78,229,149,273,32,168,19,115,128,24,26,17,146,21,174,52,95,67,10,9,10,13,14,3,15,2,1,0,1,oqb3w4ekkE70vO6vOv5
394,17,294,75,53,96,227,132,110,39,106,45,14,267,15,476,49,6,23,7,25,54,42,97,43,10,97,133,36,3,3,1,1,10,9,2,1,oy00hb69bnTkS3WgNiW
412,783,58,164,43,37,46,24,304,81,51,96,32,58,31,49,263,10,74,19,65,16,33,37,160,8,6,5,5,8,10,4,6,4,7,0,2,p0mt7dkoy3WE0Wk2XTr
102,1316,46,83,41,38,23,15,620,36,37,119,89,40,42,14,10,3,79,9,28,12,99,28,4,27,0,2,1,6,6,9,22,1,2,0,1,pes3xniomwTtXdVs0Co
14,1,56,336,9,12,6,29,10,3,39,6,17,3,13,3,1,3,2076,5,7,2,280,3,6,1,0,9,1,8,1,29,17,0,1,0,3,oo2q86bvlEvxur7MKf3
48,21,310,733,33,43,168,193,199,1,211,215,92,24,12,42,34,4,122,190,10,20,26,29,113,17,19,6,28,1,21,3,9,9,2,0,1,oo2rb6p89kPCtbxUhUz
49,269,136,337,28,34,51,97,313,14,795,61,85,43,162,45,148,9,39,31,17,23,37,27,74,17,12,7,10,5,17,2,3,5,7,0,0,pd6iq21rLo6KR4o0zD
167,94,99,80,525,89,30,36,19,397,63,27,32,166,326,205,46,47,10,20,111,67,16,44,145,17,18,12,15,19,23,3,5,7,3,21,2,ojrtl5udbIO8y51ESPA
263,28,243,165,242,165,82,123,27,26,83,395,220,56,70,48,43,9,19,82,22,37,14,33,8,228,5,147,25,11,21,6,12,32,5,7,3,p9zipvzxvmpfOmlEviK
559,34,94,241,168,145,163,150,253,10,53,218,93,30,67,49,36,18,15,291,15,103,2,28,3,19,4,65,37,4,12,4,2,7,1,10,2,p95wti2dlVggWUT24su
106,97,110,114,107,196,75,154,170,1,68,167,165,19,139,65,135,32,189,149,123,133,178,61,29,24,2,12,6,9,15,96,38,10,5,2,4,pi47wrooog5hZJ2c2xq
68,10,32,43,144,172,55,77,19,1575,49,32,28,14,41,40,13,8,13,17,307,136,17,8,3,35,1,0,2,10,4,6,4,12,1,2,6,pguwgpv5g40PuK4gGJe
222,19,90,204,548,28,345,188,21,45,84,282,110,50,54,32,18,8,2,206,11,19,12,32,4,177,3,118,5,6,13,1,5,33,5,2,2,orqhp8o6mI3vR2Wa3Gf
1633,66,18,66,19,442,46,45,21,19,18,3,30,21,79,46,51,28,22,16,44,134,14,19,4,9,2,5,2,34,1,11,2,3,9,1,19,oy6ex1ihq8vfNod7Y8z
1385,42,34,112,34,19,65,29,27,73,61,16,42,38,56,60,588,15,12,35,99,18,10,24,48,21,5,10,3,3,7,1,0,1,3,2,2,pb8j4jfzvKG5b26kNIA
671,36,537,127,32,363,14,24,81,2,90,51,80,45,131,39,22,26,265,14,39,83,42,29,51,7,9,4,9,15,17,18,16,3,4,0,4,pd8c3l28epndL8G83c7
123,507,637,181,89,302,43,72,90,112,94,37,43,58,31,105,186,31,53,10,35,42,8,16,21,9,10,16,7,4,6,1,1,3,3,13,0,ou36zrncn7OKAuLqhuT
971,22,42,296,397,49,77,98,22,46,60,41,125,38,211,49,119,19,2,54,28,125,5,24,9,21,3,9,12,4,9,0,2,6,3,0,1,owvt0ld8gIr1kf499cE
6,29,68,95,49,900,15,14,1121,0,24,9,4,12,4,10,2,2,7,6,0,6,0,398,1,12,1,4,7,142,4,28,6,6,3,1,2,n47kjpgnvE4QJQRIs7O
20,8,126,131,13,540,14,24,527,0,32,168,13,33,7,20,3,8,936,12,1,105,68,20,5,15,6,71,12,9,5,24,15,3,4,0,0,p6w2e894k82Ut2Xcl63
2583,31,23,29,2,1,5,8,7,14,15,1,1,2,6,28,60,13,8,2,55,2,8,5,7,2,17,6,5,1,1,2,2,1,3,1,41,pd0254gx19edP6KoE54
1024,851,15,30,2,4,7,21,3,51,9,8,13,3,16,15,23,772,6,12,71,8,5,4,0,0,2,3,1,0,1,1,2,1,1,1,11,oap50l4dw2Uf9sS1eTc
382,634,131,451,40,30,182,131,115,216,101,45,137,20,26,31,5,4,52,55,3,20,21,25,2,7,10,19,26,2,53,1,15,0,1,2,1,p2h73vcot
72,2648,37,23,3,30,7,11,11,4,9,7,18,1,5,24,13,0,8,1,16,23,9,2,0,3,3,3,3,0,0,0,1,0,1,0,0,papt17f4cZ0DWT92LG7
114,402,40,129,781,51,33,59,18,48,50,42,154,142,41,37,33,10,7,38,19,13,9,44,6,485,19,13,17,9,41,3,9,15,15,10,39,p918u2faoEEIUi6Tmj9
25,5,1858,161,15,30,232,112,37,17,190,80,22,26,8,31,10,6,11,10,8,15,9,13,5,5,22,5,2,0,15,0,1,2,4,0,2,p4zuz7igaCqH99JFR3Z
410,220,41,368,219,34,397,211,52,17,120,60,140,25,146,35,28,5,3,273,21,40,14,18,3,15,4,9,11,5,28,7,2,7,1,2,2,o0ik8rmc95m76cRk5ad
124,19,47,30,17,53,8,40,67,8,20,65,66,620,32,127,846,5,26,6,92,15,22,49,22,44,457,14,11,5,5,3,4,14,2,3,3,pfxdtw54t5q99rDxPi4T
269,50,61,124,291,96,116,73,31,762,89,38,105,50,71,40,47,82,33,48,158,34,15,47,188,15,0,4,10,13,13,5,2,4,3,3,1,pen4agdngUmSFmUSrMY
42,5,24,76,1226,78,32,68,17,5,69,60,127,202,31,72,112,15,6,37,13,57,19,40,397,26,19,11,10,12,13,9,3,10,40,6,2,nlnbmx3l2r5Uuty8Lce
114,559,63,167,481,122,10,54,129,5,54,86,66,70,39,37,29,25,412,10,13,18,176,37,45,20,3,4,6,28,4,11,79,8,5,1,1,pghtzm6r3n9zaBwHGne
690,34,101,177,157,135,125,114,60,4,149,99,70,91,74,78,80,271,31,61,161,83,11,32,4,25,6,5,5,18,14,9,1,9,2,1,2,papc9k8l4svNt9OIjDN
140,843,138,155,85,105,10,12,210,40,136,32,19,136,47,52,555,14,15,10,44,26,12,87,39,10,4,3,3,1,0,1,2,3,0,0,0,mtisq14feM4H6nPktAJ
2415,25,23,62,10,7,26,15,12,43,14,15,21,10,41,23,92,8,4,16,49,8,7,4,0,3,10,4,1,0,1,0,1,0,2,2,13,p5o60indlgNATzmx5Ya
515,1483,4,25,153,9,7,7,5,55,13,8,17,20,29,29,376,122,1,8,19,4,4,12,20,20,2,2,1,2,4,0,1,2,3,1,4,p2n4w75s6Qq0E0xjsSJ
30,24,15,179,39,7,1308,935,5,17,28,13,97,15,43,36,7,8,4,29,6,10,8,13,5,21,0,10,4,7,35,11,5,3,5,4,1,oheumlaejF8YEA4C8yE
488,162,194,224,95,159,193,132,64,152,123,91,126,68,70,86,76,113,27,54,62,87,10,19,2,24,5,12,5,21,23,3,1,10,3,1,2,oo1qmui8wuShbqM2nHZ
22,7,1454,219,3,87,6,20,173,82,233,105,146,15,4,29,16,5,172,31,3,41,28,26,3,1,9,0,1,2,33,3,3,0,2,1,2,ozxwpo10zsCZH1Y6hYT2
74,878,23,36,65,53,5,30,31,858,100,11,60,14,49,21,107,112,29,68,163,94,15,13,4,3,0,6,0,9,0,52,0,0,2,0,0,p19s3ty0m
1067,545,11,20,21,20,9,18,6,784,7,21,24,4,99,30,79,7,22,6,110,11,17,13,3,1,5,2,2,5,1,8,3,1,1,0,2,pg7mgvs5tWf5TRdSqeQ
